beak,beak
bean,bean
bear,bear
beard,beard
beat,beat
beat up,beat up
beautiful,beautiful
beautifully,beautifully
beauty,beauty
because,because
because of,because of
become,become
bed,bed
bedroom,bedroom
beef,beef
beer,beer
before,before
begin,begin
beginning,beginning
behalf,behalf
behave,behave
behaviour,behaviour
behind,behind
belief,belief
believe,believe
believe in,believe in
bell,bell
belong,belong
belong to,belong to
below,below
belt,belt
bend,bend
beneath,beneath
benefit,benefit
bent,bent
beside,beside
best,best
bet,bet
better,better
betting,betting
between,between
beyond,beyond
bicycle,bicycle
bid 1,bid 1
big,big
bike,bike
bill,bill
billion,billion
bin,bin
biology,biology
bird,bird
birth,birth
birthday,birthday
biscuit,biscuit
bit,bit
bite,bite
bitter,bitter
bitterly,bitterly
bitterness,bitterness
black,black
blade,blade
blame,blame
blank,blank
blind,blind
blindness,blindness
block,block
blonde,blonde
blood,blood
blow,blow
blow out,blow out
blow up,blow up
blue,blue
board,board
boat,boat
body,body
boil,boil
bomb,bomb
bone,bone
book,book
boot,boot
border,border
bore,bore
bored,bored
boring,boring
born,born
borrow,borrow
boss,boss
both,both
bother,bother
bottle,bottle
bottom,bottom
bound,bound
bowl,bowl
box,box
boy,boy
boyfriend,boyfriend
brain,brain
branch,branch
brand,brand
brave,brave
bread,bread
break,break
break down,break down
break in,break in
break into,break into
break off,break off
break out,break out
break up,break up
breakfast,breakfast
breast,breast
breath,breath
breathe,breathe
breathe in,breathe in
breathe out,breathe out
breathing,breathing
breed,breed
brick,brick
bridge,bridge
brief,brief
briefly,briefly
bright,bright
brightly,brightly
brightness,brightness
brilliant,brilliant
bring,bring
bring back,bring back
bring down,bring down
bring forward,bring forward
bring out,bring out
bring up,bring up
broad,broad
broadcast,broadcast
broadly,broadly
broken,broken
brother,brother
brown,brown
brownish,brownish
brush,brush
bubble,bubble
budget,budget
build,build
build up,build up
building,building
bullet,bullet
bunch,bunch
burn,burn
burn down,burn down
burnt,burnt
burst,burst
burst into,burst into
burst out,burst out
bury,bury
bus,bus
bush,bush
business,business
businessman,businessman
businesswoman,businesswoman
busy,busy
but,but
butter,butter
button,button
buy,buy
buyer,buyer
by,by
by means of,by means of
bye,bye
cabinet,cabinet
cable,cable
café,café
cake,cake
calculate,calculate
calculation,calculation
call,call
call back,call back
call for,call for
call off,call off
call up,call up
called,called
calm,calm
calm down,calm down
calmly,calmly
camera,camera
camp,camp
campaign,campaign
camping,camping
can,can
can 1,can 1
can 2,can 2
cancel,cancel
cancer,cancer
candidate,candidate
candy,candy
cannot,cannot
cap,cap
capable,capable
capable of,capable of
capacity,capacity
capital,capital
captain,captain
capture,capture
car,car
card,card
cardboard,cardboard
care,care
care for,care for
career,career
careful,careful
carefully,carefully
careless,careless
carelessly,carelessly
carelessness,carelessness
carpet,carpet
carrot,carrot
carry,carry
carry on,carry on
carry out,carry out
case,case
cash,cash
cast,cast
castle,castle
cat,cat
catch,catch
catch up,catch up
category,category
cause,cause
cease,cease
ceiling,ceiling
celebrate,celebrate
celebration,celebration
celebrity,celebrity
cell,cell
cell phone,cell phone
cent,cent
centimetre,centimetre
central,central
centre,centre
century,century
ceremony,ceremony
certain,certain
certainly,certainly
certificate,certificate
chain,chain
chair,chair
chairman,chairman
chairwoman,chairwoman
challenge,challenge
chamber,chamber
chance,chance
change,change
change round,change round
channel,channel
chapter,chapter
character,character
characteristic,characteristic
charge,charge
charity,charity
chart,chart
chase,chase
chase away,chase away
chat,chat
cheap,cheap
cheaply,cheaply
cheat,cheat
cheat of,cheat of
check,check
check in,check in
check into,check into
check on,check on
check out,check out
check over,check over
check up on,check up on
cheek,cheek
cheerful,cheerful
cheerfully,cheerfully
cheese,cheese
chemical,chemical
chemist,chemist
chemistry,chemistry
cheque,cheque
chest,chest
chew,chew
chicken,chicken
chief,chief
child,child
children,children
chin,chin
chip,chip
chocolate,chocolate
choice,choice
choose,choose
chop,chop
chop down,chop down
chop off,chop off
church,church
cigarette,cigarette
cinema,cinema
circle,circle
circular,circular
circumstance,circumstance
citizen,citizen
city,city
civil,civil
claim,claim
clap,clap
class,class
classic,classic
classical music,classical music
classroom,classroom
clay,clay
clean,clean
clean up,clean up
clear,clear
clear out,clear out
clear up,clear up
clearly,clearly
clerk,clerk
clever,clever
click,click
client,client
cliff,cliff
climate,climate
climb,climb
climbing,climbing
clock,clock
close,close
close 1,close 1
close 2,close 2
closed,closed
closely,closely
closet,closet
cloth,cloth
clothes,clothes
clothing,clothing
cloud,cloud
club,club
coach,coach
coal,coal
coast,coast
coat,coat
code,code
coffee,coffee
coin,coin
cold,cold
coldly,coldly
collapse,collapse
collar,collar
colleague,colleague
collect,collect
collection,collection
college,college
colour,colour
coloured,coloured
colourful,colourful
column,column
combination,combination
combine,combine
come,come
come across,come across
come down,come down
come from,come from
come in,come in
come off,come off
come on,come on
come out,come out
come round,come round
come to,come to
come up,come up
come up to,come up to
comedy,comedy
comfort,comfort
comfortable,comfortable
comfortably,comfortably
command,command
comment,comment
commercial,commercial
commission,commission
commit,commit
commitment,commitment
committee,committee
common,common
commonly,commonly
communicate,communicate
communication,communication
community,community
company,company
compare,compare
comparison,comparison
compete,compete
competition,competition
competitive,competitive
complain,complain
complaint,complaint
complete,complete
completely,completely
complex,complex
complicate,complicate
complicated,complicated
computer,computer
computing,computing
concentrate,concentrate
concentrate on,concentrate on
concentration,concentration
concept,concept
concern,concern
concerned,concerned
concerning,concerning
concert,concert
conclude,conclude
conclusion,conclusion
concrete,concrete
condition,condition
conduct,conduct
conference,conference
confidence,confidence
confident,confident
confidently,confidently
confine,confine
confined,confined
confirm,confirm
conflict,conflict
confront,confront
confuse,confuse
confused,confused
confusing,confusing
confusion,confusion
congratulate,congratulate
congratulation,congratulation
congress,congress
conjunction,conjunction
connect,connect
connected,connected
connection,connection
conscious,conscious
consequence,consequence
conservative,conservative
consider,consider
considerable,considerable
considerably,considerably
consideration,consideration
consist,consist
consist of,consist of
constant,constant
constantly,constantly
construct,construct
construction,construction
consult,consult
consumer,consumer
contact,contact
contain,contain
container,container
contemporary,contemporary
content 1,content 1
contest,contest
context,context
continent,continent
continue,continue
continuous,continuous
continuously,continuously
contract,contract
contrast,contrast
contrasting,contrasting
contribute,contribute
contribution,contribution
control,control
controlled,controlled
convenient,convenient
convention,convention
conventional,conventional
conversation,conversation
convert,convert
convince,convince
cook,cook
cooker,cooker
cookie,cookie
cooking,cooking
cool,cool
cool down,cool down
cope,cope
copy,copy
core,core
corner,corner
correct,correct
correctly,correctly
cost,cost
cottage,cottage
cotton,cotton
cough,cough
coughing,coughing
could,could
council,council
count,count
count on,count on
counter,counter
country,country
countryside,countryside
county,county
couple,couple
courage,courage
course,course
court,court
cousin,cousin
cover,cover
cover up,cover up
covered,covered
covering,covering
cow,cow
crack,crack
cracked,cracked
craft,craft
crash,crash
crazy,crazy
cream,cream
create,create
creature,creature
credit,credit
credit card,credit card
crime,crime
criminal,criminal
crisis,crisis
crisp,crisp
criterion,criterion
critical,critical
criticism,criticism
criticize,criticize
crop,crop
cross,cross
cross out,cross out
crowd,crowd
crowded,crowded
crown,crown
crucial,crucial
cruel,cruel
crush,crush
cry,cry
cry out,cry out
cultural,cultural
culture,culture
cup,cup
cupboard,cupboard
curb,curb
cure,cure
curious,curious
curiously,curiously
curl,curl
curl up,curl up
curly,curly
currency,currency
current,current
currently,currently
curtain,curtain
curve,curve
curved,curved
custom,custom
customer,customer
customs,customs
cut,cut
cut back,cut back
cut down,cut down
cut off,cut off
cut out,cut out
cut up,cut up
cycle,cycle
cycling,cycling
dad,dad
daily,daily
damage,damage
damaged,damaged
damp,damp
dance,dance
dancer,dancer
dancing,dancing
danger,danger
dangerous,dangerous
dare,dare
dark,dark
darkness,darkness
data,data
date,date
date back,date back
daughter,daughter
day,day
dead,dead
deaf,deaf
deafness,deafness
deal,deal
deal in,deal in
deal with,deal with
dear,dear
death,death
debate,debate
debt,debt
decade,decade
decay,decay
decide,decide
decide on,decide on
decision,decision
declare,declare
decline,decline
decorate,decorate
decoration,decoration
decorative,decorative
decrease,decrease
deep,deep
deeply,deeply
defeat,defeat
defence,defence
defend,defend
define,define
definite,definite
definitely,definitely
definition,definition
degree,degree
delay,delay
deliberate,deliberate
deliberately,deliberately
delicate,delicate
delight,delight
delighted,delighted
deliver,deliver
delivery,delivery
demand,demand
democracy,democracy
democratic,democratic
demonstrate,demonstrate
dentist,dentist
deny,deny
department,department
departure,departure
depend,depend
depend on,depend on
deposit,deposit
depress,depress
depressed,depressed
depressing,depressing
depth,depth
derive,derive
derive from,derive from
describe,describe
description,description
desert,desert
deserted,deserted
deserve,deserve
design,design
designer,designer
desire,desire
desk,desk
desperate,desperate
desperately,desperately
despite,despite
destroy,destroy
destruction,destruction
detail,detail
detailed,detailed
determination,determination
determine,determine
determined,determined
develop,develop
development,development
device,device
devote,devote
devote to,devote to
devoted,devoted
diagram,diagram
diamond,diamond
diary,diary
dictionary,dictionary
die,die
die away,die away
die out,die out
diet,diet
difference,difference
different,different
differently,differently
difficult,difficult
difficulty,difficulty
dig,dig
digital,digital
dinner,dinner
direct,direct
direction,direction
directly,directly
director,director
dirt,dirt
dirty,dirty
disabled,disabled
disadvantage,disadvantage
disagree,disagree
disagree with doing,disagree with doing
disagreement,disagreement
disappear,disappear
disappoint,disappoint
disappointed,disappointed
disappointing,disappointing
disappointment,disappointment
disapproval,disapproval
disapprove,disapprove
disapproving,disapproving
disaster,disaster
disc,disc
discipline,discipline
discount,discount
discover,discover
discovery,discovery
discuss,discuss
discussion,discussion
disease,disease
disgust,disgust
disgusted,disgusted
disgusting,disgusting
dish,dish
dishonest,dishonest
dishonestly,dishonestly
disk,disk
dislike,dislike
dismiss,dismiss
display,display
dissatisfied,dissatisfied
dissolve,dissolve
distance,distance
distant,distant
distinguish,distinguish
distribute,distribute
distribution,distribution
district,district
disturb,disturb
disturbing,disturbing
divide,divide
division,division
divorce,divorce
divorced,divorced
do,do
do 1,do 1
do up,do up
do with,do with
do without,do without
doctor,doctor
document,document
dog,dog
dollar,dollar
domestic,domestic
dominate,dominate
door,door
dot,dot
double,double
doubt,doubt
down,down
download,download
downstairs,downstairs
downward,downward
downwards,downwards
dozen,dozen
draft,draft
drag,drag
drama,drama
dramatic,dramatic
dramatically,dramatically
draw,draw
drawer,drawer
drawing,drawing
dream,dream
dress,dress
dress up,dress up
dressed,dressed
dried,dried
drink,drink
drive,drive
drive away,drive away
drive off,drive off
driver,driver
driving,driving
drop,drop
drop out,drop out
drug,drug
drugstore,drugstore
drum,drum
drunk,drunk
dry,dry
dry off,dry off
dry up,dry up
due,due
dull,dull
dump,dump
during,during
dust,dust
duty,duty
dying,dying
e.g.,e.g.
each,each
each other,each other
ear,ear
early,early
earn,earn
earth,earth
ease,ease
easily,easily
east,east
eastern,eastern
easy,easy
eat,eat
eat out,eat out
eat up,eat up
economic,economic
economics,economics
economy,economy
edge,edge
edition,edition
editor,editor
educate,educate
educated,educated
education,education
educational,educational
effect,effect
effective,effective
effectively,effectively
effectiveness,effectiveness
efficient,efficient
efficiently,efficiently
effort,effort
egg,egg
eight,eight
eighteen,eighteen
eighteenth,eighteenth
eighth,eighth
eightieth,eightieth
eighty,eighty
either,either
elbow,elbow
elderly,elderly
elect,elect
election,election
electric,electric
electrical,electrical
electricity,electricity
electronic,electronic
elegant,elegant
element,element
elephant,elephant
elevator,elevator
eleven,eleven
eleventh,eleventh
else,else
elsewhere,elsewhere
email,email
embarrass,embarrass
embarrassed,embarrassed
embarrassing,embarrassing
embarrassment,embarrassment
emerge,emerge
emergency,emergency
emotion,emotion
emotional,emotional
emotionally,emotionally
emphasis,emphasis
emphasize,emphasize
empire,empire
employ,employ
employee,employee
employer,employer
employment,employment
empty,empty
enable,enable
enclose,enclose
enclosed,enclosed
encounter,encounter
encourage,encourage
encouragement,encouragement
end,end
end in,end in
end up,end up
ending,ending
enemy,enemy
energy,energy
engage,engage
engaged,engaged
engine,engine
engineer,engineer
engineering,engineering
enjoy,enjoy
enjoyable,enjoyable
enjoyment,enjoyment
enormous,enormous
enough,enough
enquiry,enquiry
ensure,ensure
enter,enter
entertain,entertain
entertainer,entertainer
entertaining,entertaining
entertainment,entertainment
enthusiasm,enthusiasm
enthusiastic,enthusiastic
enthusiastically,enthusiastically
entire,entire
entirely,entirely
entitle,entitle
entrance,entrance
entrance 1,entrance 1
entry,entry
envelope,envelope
environment,environment
environmental,environmental
equal,equal
equally,equally
equipment,equipment
equivalent,equivalent
error,error
escape,escape
especially,especially
essay,essay
essential,essential
essentially,essentially
establish,establish
estate,estate
estimate,estimate
etc.,etc.
euro,euro
even,even
evening,evening
evenly,evenly
event,event
eventually,eventually
ever,ever
every,every
everybody,everybody
everyone,everyone
everything,everything
everywhere,everywhere
evidence,evidence
evil,evil
ex-,ex-
exact,exact
exactly,exactly
exaggerate,exaggerate
exaggerated,exaggerated
exam,exam
examination,examination
examine,examine
example,example
excellent,excellent
except,except
exception,exception
exchange,exchange
excite,excite
excited,excited
excitement,excitement
exciting,exciting
exclude,exclude
excluding,excluding
excuse,excuse
executive,executive
exercise,exercise
exhibit,exhibit
exhibition,exhibition
exist,exist
existence,existence
exit,exit
expand,expand
expect,expect
expectation,expectation
expected,expected
expense,expense
expensive,expensive
experience,experience
experienced,experienced
experiment,experiment
expert,expert
explain,explain
explanation,explanation
explode,explode
explore,explore
explosion,explosion
export,export
expose,expose
express,express
expression,expression
extend,extend
extension,extension
extensive,extensive
extent,extent
extra,extra
extraordinary,extraordinary
extreme,extreme
extremely,extremely
eye,eye
face,face
face up to,face up to
facility,facility
fact,fact
factor,factor
factory,factory
fail,fail
failure,failure
faint,faint
faintly,faintly
fair,fair
fairly,fairly
faith,faith
faithful,faithful
faithfully,faithfully
fall,fall
false,false
fame,fame
familiar,familiar
family,family
famous,famous
fan,fan
fancy,fancy
far,far
farm,farm
farmer,farmer
farming,farming
farther,farther
farthest,farthest
fashion,fashion
fashionable,fashionable
fast,fast
fasten,fasten
fat,fat
father,father
faucet,faucet
fault,fault
favour,favour
favourite,favourite
fear,fear
feather,feather
feature,feature
federal,federal
fee,fee
feed,feed
feel,feel
feeling,feeling
fellow,fellow
female,female
fence,fence
fertilizer,fertilizer
festival,festival
fetch,fetch
fever,fever
few,few
fibre,fibre
field,field
fifteen,fifteen
fifteenth,fifteenth
fifth,fifth
fiftieth,fiftieth
fifty,fifty
fight,fight
fighting,fighting
figure,figure
figure out,figure out
file,file
fill,fill
fill in,fill in
fill out,fill out
fill up,fill up
film,film
final,final
finally,finally
finance,finance
financial,financial
find,find
find out,find out
fine,fine
finely,finely
finger,finger
finish,finish
finish off,finish off
finished,finished
fire,fire
firm,firm
firmly,firmly
first,first
fish,fish
fishing,fishing
fit,fit
fit in,fit in
five,five
fix,fix
fixed,fixed
flag,flag
flame,flame
flash,flash
flat,flat
flavour,flavour
flesh,flesh
flight,flight
float,float
flood,flood
flooded,flooded
flooding,flooding
floor,floor
flour,flour
flow,flow
flower,flower
flu,flu
fly,fly
flying,flying
focus,focus
fold,fold
folding,folding
follow,follow
follow up,follow up
follower,follower
following,following
food,food
foot,foot
football,football
for,for
force,force
forecast,forecast
forehead,forehead
foreign,foreign
forest,forest
forever,forever
forget,forget
forgive,forgive
fork,fork
form,form
formal,formal
formally,formally
former,former
formerly,formerly
formula,formula
fortieth,fortieth
fortune,fortune
forty,forty
forward,forward
forwards,forwards
found,found
foundation,foundation
four,four
fourteen,fourteen
fourteenth,fourteenth
fourth,fourth
frame,frame
free,free
freedom,freedom
freely,freely
freeze,freeze
frequent,frequent
frequently,frequently
fresh,fresh
freshly,freshly
fridge,fridge
friend,friend
friendly,friendly
friendship,friendship
frighten,frighten
frighten away/off,frighten away/off
frightened,frightened
frightening,frightening
from,from
front,front
frozen,frozen
fruit,fruit
fry,fry
fuel,fuel
full,full
fully,fully
fun,fun
function,function
function as,function as
fund,fund
fundamental,fundamental
funeral,funeral
funny,funny
fur,fur
furniture,furniture
furry,furry
further,further
furthest,furthest
future,future
gain,gain
gallon,gallon
gamble,gamble
gambling,gambling
game,game
gap,gap
garage,garage
garbage,garbage
garden,garden
gas,gas
gasoline,gasoline
gate,gate
gather,gather
gay,gay
gear,gear
gene,gene
general,general
generally,generally
generate,generate
generation,generation
generous,generous
generously,generously
genetic,genetic
gentle,gentle
gentleman,gentleman
gently,gently
genuine,genuine
genuinely,genuinely
geography,geography
get,get
get away,get away
get away with,get away with
get back,get back
get by,get by
get in,get in
get into,get into
get off,get off
get on,get on
get on with,get on with
get out of,get out of
get over,get over
get rid of,get rid of
get round,get round
get round to,get round to
get through,get through
get up,get up
giant,giant
gift,gift
girl,girl
girlfriend,girlfriend
give,give
give away,give away
give back,give back
give birth,give birth
give in,give in
give off,give off
give out,give out
give up,give up
glad,glad
glass,glass
global,global
glove,glove
glue,glue
go,go
go ahead,go ahead
go away,go away
go back,go back
go back to,go back to
go by,go by
go down,go down
go into,go into
go off,go off
go on,go on
go on doing,go on doing
go out,go out
go out with,go out with
go over,go over
go round,go round
go through,go through
go through with,go through with
go to,go to
go up,go up
go with,go with
go without,go without
goal,goal
goat,goat
god,god
gold,gold
golden,golden
golf,golf
good,good
goodbye,goodbye
goods,goods
govern,govern
government,government
governor,governor
grab,grab
graceful,graceful
grade,grade
gradual,gradual
gradually,gradually
grain,grain
gram,gram
grammar,grammar
grand,grand
grandchild,grandchild
granddaughter,granddaughter
grandfather,grandfather
grandmother,grandmother
grandparent,grandparent
grandparents,grandparents
grandson,grandson
grant,grant
grass,grass
grateful,grateful
grave 1,grave 1
gravely,gravely
great,great
greatly,greatly
green,green
greenish,greenish
greet,greet
greeting,greeting
grey,grey
grocery,grocery
ground,ground
group,group
grow,grow
grow up,grow up
growth,growth
guarantee,guarantee
guard,guard
guess,guess
guest,guest
guide,guide
guilty,guilty
guitar,guitar
gun,gun
guy,guy
habit,habit
hair,hair
hairdresser,hairdresser
half,half
hall,hall
hammer,hammer
hand,hand
hand back,hand back
hand down,hand down
hand in,hand in
hand out,hand out
hand over,hand over
hand round,hand round
handle,handle
hang,hang
hang about,hang about
hang about with,hang about with
hang around,hang around
hang around with,hang around with
hang on,hang on
hang on to,hang on to
hang up,hang up
happen,happen
happen to,happen to
happily,happily
happiness,happiness
happy,happy
hard,hard
hardly,hardly
harm,harm
harmful,harmful
harmless,harmless
hat,hat
hate,hate
hatred,hatred
have,have
have back,have back
have on,have on
have to,have to
he,he
head,head
head teacher,head teacher
headache,headache
heal,heal
health,health
healthy,healthy
hear,hear
hear from,hear from
hear of,hear of
hearing,hearing
heart,heart
heat,heat
heat up,heat up
heating,heating
heaven,heaven
heavily,heavily
heavy,heavy
heel,heel
height,height
helicopter,helicopter
hell,hell
hello,hello
help,help
help out,help out
helpful,helpful
hence,hence
her,her
here,here
hero,hero
hers,hers
herself,herself
hesitate,hesitate
hi,hi
hidden,hidden
hide,hide
high,high
highlight,highlight
highly,highly
highway,highway
hill,hill
him,him
himself,himself
hip,hip
hire,hire
hire out,hire out
his,his
historical,historical
history,history
hit,hit
hobby,hobby
hold,hold
hold back,hold back
hold on,hold on
hold on to,hold on to
hold out,hold out
hold up,hold up
hole,hole
holiday,holiday
hollow,hollow
holy,holy
home,home
homework,homework
honest,honest
honestly,honestly
honesty,honesty
honour,honour
hook,hook
hope,hope
hopeful,hopeful
horizontal,horizontal
horn,horn
horror,horror
horse,horse
hospital,hospital
host,host
hot,hot
hotel,hotel
hour,hour
house,house
household,household
housing,housing
how,how
however,however
huge,huge
human,human
humorous,humorous
humorously,humorously
humour,humour
hundred,hundred
hundredth,hundredth
hungry,hungry
hunt,hunt
hunting,hunting
hurry,hurry
hurry up,hurry up
hurt,hurt
husband,husband
i.e.,i.e.
ice,ice
ice cream,ice cream
idea,idea
ideal,ideal
identify,identify
identify with,identify with
identity,identity
if,if
ignore,ignore
ill,ill
illegal,illegal
illegally,illegally
illness,illness
illustrate,illustrate
image,image
imaginary,imaginary
imagination,imagination
imagine,imagine
immediate,immediate
immediately,immediately
immoral,immoral
impact,impact
impatient,impatient
implication,implication
imply,imply
impolite,impolite
import,import
importance,importance
important,important
importantly,importantly
impose,impose
impossible,impossible
impress,impress
impressed,impressed
impression,impression
impressive,impressive
improve,improve
improvement,improvement
in,in
in charge of,in charge of
in fact,in fact
in order to,in order to
inability,inability
inch,inch
incident,incident
include,include
including,including
income,income
incorrect,incorrect
increase,increase
increasingly,increasingly
indeed,indeed
independence,independence
independent,independent
independently,independently
index,index
indicate,indicate
indication,indication
indirect,indirect
indirectly,indirectly
individual,individual
indoor,indoor
indoors,indoors
industrial,industrial
industry,industry
inevitable,inevitable
inevitably,inevitably
infect,infect
infected,infected
infection,infection
infectious,infectious
infinitive,infinitive
influence,influence
inform,inform
informal,informal
information,information
ingredient,ingredient
initial,initial
initially,initially
initiative,initiative
injure,injure
injured,injured
injury,injury
ink,ink
inner,inner
innocent,innocent
insect,insect
insert,insert
inside,inside
insist,insist
insist on,insist on
insist on doing,insist on doing
install,install
instance,instance
instead,instead
instead of,instead of
institute,institute
institution,institution
instruction,instruction
instrument,instrument
insult,insult
insulting,insulting
insurance,insurance
intelligence,intelligence
intelligent,intelligent
intend,intend
intended,intended
intention,intention
interest,interest
interested,interested
interesting,interesting
interior,interior
internal,internal
international,international
interpret,interpret
interpretation,interpretation
interrupt,interrupt
interruption,interruption
interval,interval
interview,interview
into,into
introduce,introduce
introduction,introduction
invent,invent
invention,invention
invest,invest
investigate,investigate
investigation,investigation
investment,investment
invitation,invitation
invite,invite
involve,involve
involved,involved
involvement,involvement
inwards,inwards
iron,iron
irritate,irritate
irritated,irritated
irritating,irritating
island,island
issue,issue
it,it
item,item
its,its
itself,itself
jacket,jacket
jam,jam
jaw,jaw
jazz,jazz
jealous,jealous
jeans,jeans
jelly,jelly
jewel,jewel
jewellery,jewellery
job,job
join,join
join in,join in
joint,joint
jointly,jointly
joke,joke
journalism,journalism
journalist,journalist
journey,journey
joy,joy
judge,judge
judgement,judgement
judgment,judgment
juice,juice
jump,jump
junior,junior
just,just
justice,justice
justified,justified
justify,justify
keen,keen
keep,keep
keep out,keep out
keep out of,keep out of
keep up,keep up
keep up with,keep up with
key,key
keyboard,keyboard
kick,kick
kid,kid
kidney,kidney
kill,kill
killing,killing
kilogram,kilogram
kilometre,kilometre
kind,kind
kindly,kindly
kindness,kindness
king,king
kiss,kiss
kitchen,kitchen
knee,knee
knife,knife
knit,knit
knitted,knitted
knitting,knitting
knock,knock
knock down,knock down
knock out,knock out
knot,knot
know,know
knowledge,knowledge
lab,lab
label,label
laboratory,laboratory
labour,labour
lack,lack
lacking,lacking
lady,lady
lake,lake
lamp,lamp
land,land
landscape,landscape
lane,lane
language,language
large,large
largely,largely
last,last
last 1,last 1
late,late
later,later
latest,latest
